orderid:,userid:,itemid:,gmv:,order_time:,Country ,,,
1067547,45234,5608439,52.0,1/6/17,,,,
1067551,68242,2593492,35.0,4/7/17,,,,
1067557,45764,4995060,5.0,5/5/17,,,,
1067567,20390,1983277,24.0,3/8/17,,,,
1067574,34247,8664151,21.0,3/3/17,,,,
1067582,21086,6313271,67.0,1/22/17,,,,
1067590,51882,1691522,40.0,2/17/17,,,,
1067597,27316,6716835,86.0,1/22/17,,,,
1067599,11950,8145774,2.0,4/15/17,,,,
1067606,34210,5725395,61.0,2/18/17,,,,
1067609,51122,1921683,62.0,5/3/17,,,,
1067618,64174,1309530,42.0,1/22/17,,,,
1067619,20311,2478002,90.0,4/19/17,,,,
1067627,34357,3955341,30.0,1/5/17,,,,
1067634,45109,5121193,52.0,1/7/17,,,,
1067643,20661,2830326,8.0,1/7/17,,,,
1067646,15380,2464124,12.0,2/13/17,,,,
1067650,47329,6572984,44.0,1/17/17,,,,
1067655,34274,2196192,79.0,5/16/17,,,,
1067656,10681,5780793,71.0,4/6/17,,,,
1067664,48654,1705780,42.0,4/18/17,,,,
1067668,30200,4676104,55.0,2/15/17,,,,
1067678,53075,2019573,4.0,5/27/17,,,,
1067679,58858,1559025,52.0,2/21/17,,,,
1067680,24760,3705941,39.0,5/13/17,,,,
1067690,55336,7198201,25.0,3/28/17,,,,
1067699,42416,6846238,48.0,1/2/17,,,,
1067704,62621,9012442,28.0,5/13/17,,,,
1067711,45240,3224152,58.0,2/28/17,,,,
1067721,31894,4665678,20.0,2/27/17,,,,
1067728,16931,6072115,84.0,3/30/17,,,,
1067737,15427,3286809,62.0,2/3/17,,,,
1067741,27604,7162123,29.0,1/31/17,,,,
1067751,26268,1530605,74.0,2/17/17,,,,
1067761,50275,9315077,79.0,3/8/17,,,,
1067764,65065,3607706,45.0,2/2/17,,,,
1067765,37849,3370355,31.0,4/15/17,,,,
1067768,50065,1682568,90.0,5/11/17,,,,
1067772,63359,4094048,54.0,5/24/17,,,,
1067776,27158,3756956,99.0,1/30/17,,,,
1067781,16995,6866693,74.0,4/20/17,,,,
1067785,55837,4424236,21.0,1/20/17,,,,
1067791,58752,4056718,65.0,1/28/17,,,,
1067798,22963,8264712,53.0,4/19/17,,,,
1067801,39467,2418599,65.0,2/8/17,,,,
1067810,32907,6426721,69.0,5/26/17,,,,
1067815,19972,6232106,72.0,5/20/17,,,,
1067824,19235,3671119,92.0,4/26/17,,,,
1067832,20303,7223428,43.0,2/2/17,,,,
1067834,33246,4967277,18.0,3/12/17,,,,
1067836,58436,2195817,94.0,2/3/17,,,,
1067846,19674,7884299,60.0,1/3/17,,,,
1067849,53905,1467584,91.0,3/5/17,,,,
1067859,60468,5824767,79.0,2/1/17,,,,
1067860,64521,6013943,48.0,2/13/17,,,,
1067867,13399,6644390,95.0,5/29/17,,,,
1067869,43488,7779219,64.0,5/18/17,,,,
1067873,25551,7267414,32.0,2/6/17,,,,
1067882,16937,7564581,1.0,2/16/17,,,,
1067888,25499,5299949,73.0,3/22/17,,,,
1067890,44784,7506657,57.0,4/23/17,,,,
1067898,50715,9254628,40.0,4/5/17,,,,
1067904,35846,3396971,21.0,5/1/17,,,,
1067910,30052,7321449,43.0,5/7/17,,,,
1067916,27435,7505805,92.0,4/8/17,,,,
1067917,30118,7153011,89.0,5/13/17,,,,
1067919,17439,2763021,41.0,5/23/17,,,,
1067928,10566,9292541,3.0,4/25/17,,,,
1067933,54274,5659168,4.0,3/8/17,,,,
1067937,18542,5155985,53.0,2/10/17,,,,
1067945,54778,8307431,71.0,4/21/17,,,,
1067953,33696,9255770,86.0,4/22/17,,,,
1067957,25676,5933497,40.0,4/19/17,,,,
1067962,18300,8767157,1.0,4/23/17,,,,
1067963,34977,4752431,100.0,5/8/17,,,,
1067968,64891,4867423,30.0,1/18/17,,,,
1067978,35004,5359261,53.0,5/27/17,,,,
1067983,58987,8330128,78.0,1/8/17,,,,
1067984,14986,7398421,42.0,5/17/17,,,,
1067988,34825,7806070,48.0,5/14/17,,,,
1067992,10389,7384781,2.0,3/5/17,,,,
1068002,17443,8766665,18.0,3/31/17,,,,
1068006,56375,3647324,66.0,5/20/17,,,,
1068015,48992,3267357,57.0,4/13/17,,,,
1068020,40603,3895713,23.0,4/14/17,,,,
1068026,57947,6259528,38.0,1/28/17,,,,
1068030,66527,2296004,77.0,4/7/17,,,,
1068039,68122,6476824,78.0,3/4/17,,,,
1068048,58945,6341972,41.0,1/18/17,,,,
1068057,69098,4418682,28.0,2/18/17,,,,
1068063,43032,6084146,47.0,4/30/17,,,,
1068064,64124,5789644,27.0,2/21/17,,,,
1068068,44387,6174025,35.0,3/26/17,,,,
1068073,36531,6140118,74.0,2/1/17,,,,
1068078,30347,4808274,85.0,3/25/17,,,,
1068084,21274,3269995,14.0,1/7/17,,,,
1068085,36798,6056029,65.0,2/15/17,,,,
1068091,42037,6387076,80.0,2/7/17,,,,
1068100,28787,4746271,90.0,2/18/17,,,,
1068101,31597,4128018,72.0,3/11/17,,,,
1068110,57406,4566890,6.0,2/28/17,,,,
1068118,23342,8631063,52.0,4/23/17,,,,
1068122,57483,2575112,18.0,3/19/17,,,,
1068129,18509,8759644,10.0,2/12/17,,,,
1068137,63190,6910522,12.0,4/24/17,,,,
1068138,17621,6770669,34.0,1/1/17,,,,
1068146,19033,8825342,33.0,2/5/17,,,,
1068150,45425,6650540,3.0,2/28/17,,,,
1068157,36930,3045593,49.0,1/21/17,,,,
1068163,69098,7020741,43.0,3/28/17,,,,
1068172,42105,2666869,80.0,2/25/17,,,,
1068178,58609,5145840,38.0,1/16/17,,,,
1068185,67837,7852440,54.0,1/28/17,,,,
1068193,22221,1798771,77.0,2/26/17,,,,
1068203,47800,3766453,7.0,5/4/17,,,,
1068213,48803,9327957,72.0,5/23/17,,,,
1068222,52943,1721227,77.0,5/3/17,,,,
1068224,21060,9292764,72.0,4/2/17,,,,
1068231,18426,4150376,1.0,4/8/17,,,,
1068241,11873,8114393,76.0,4/1/17,,,,
1068246,15586,7393735,47.0,2/22/17,,,,
1068255,52579,4707840,82.0,4/13/17,,,,
1068264,49662,9320638,38.0,4/4/17,,,,
1068265,31268,8774698,14.0,1/6/17,,,,
1068267,27127,8445778,62.0,1/22/17,,,,
1068274,11997,6417847,35.0,2/10/17,,,,
1068278,20057,3559268,81.0,2/23/17,,,,
1068283,11902,8052368,93.0,4/24/17,,,,
1068292,60882,6535576,65.0,4/11/17,,,,
1068301,31855,8088593,40.0,5/1/17,,,,
1068309,28604,1379945,89.0,5/23/17,,,,
1068314,18136,8348273,40.0,3/26/17,,,,
1068319,53579,2421865,69.0,4/4/17,,,,
1068327,31405,2873444,100.0,4/29/17,,,,
1068332,16875,3655556,34.0,3/6/17,,,,
1068341,59141,3679767,94.0,5/5/17,,,,
1068349,29960,4939575,71.0,4/8/17,,,,
1068350,34402,6471743,42.0,1/20/17,,,,
1068352,65316,1651643,81.0,4/24/17,,,,
1068357,68701,6837324,31.0,1/15/17,,,,
1068361,15693,2437405,36.0,2/4/17,,,,
1068364,31925,6427574,22.0,3/28/17,,,,
1068369,39730,2551306,57.0,1/20/17,,,,
1068371,18153,4854661,68.0,3/14/17,,,,
1068374,55731,8810319,35.0,3/19/17,,,,
1068382,22987,7031445,8.0,3/10/17,,,,
1068386,66537,8529876,15.0,5/12/17,,,,
1068390,11706,2871201,99.0,1/2/17,,,,
1068399,50679,4435039,87.0,4/9/17,,,,
1068407,38867,2597019,4.0,4/10/17,,,,
1068412,37426,5748548,72.0,5/7/17,,,,
1068415,36562,3692318,56.0,3/16/17,,,,
1068423,58173,8877612,82.0,1/5/17,,,,
1068431,64867,6584870,88.0,4/17/17,,,,
1068440,37990,6447400,63.0,1/28/17,,,,
1068441,14648,8562632,93.0,4/9/17,,,,
1068442,27555,2477677,62.0,4/1/17,,,,
1068443,41357,8068595,82.0,3/25/17,,,,
1068450,49692,6643163,95.0,4/30/17,,,,
1068459,11648,2865634,83.0,2/15/17,,,,
1068468,63525,5607833,52.0,4/22/17,,,,
1068472,38276,4749698,74.0,3/25/17,,,,
1068473,18668,8703818,88.0,1/17/17,,,,
1068477,37205,3806919,86.0,5/15/17,,,,
1068484,15976,8156080,43.0,1/16/17,,,,
1068492,28787,5656588,48.0,5/8/17,,,,
1068497,54669,5630575,67.0,3/9/17,,,,
1068501,53869,7991080,15.0,4/19/17,,,,
1068502,36775,3324568,69.0,5/18/17,,,,
1068509,49425,6092734,48.0,2/18/17,,,,
1068519,56266,8983073,68.0,1/7/17,,,,
1068521,26175,6667166,67.0,1/2/17,,,,
1068526,68260,4737007,8.0,2/2/17,,,,
1068528,53422,2705357,7.0,1/17/17,,,,
1068529,62281,2448417,21.0,3/16/17,,,,
1068537,32422,8946471,38.0,5/5/17,,,,
1068538,24309,1716235,70.0,5/14/17,,,,
1068547,65143,7242008,11.0,1/2/17,,,,
1068556,28734,6163204,34.0,1/26/17,,,,
1068559,53009,5946346,27.0,4/17/17,,,,
1068566,20634,1756730,33.0,2/20/17,,,,
1068569,58765,6505764,85.0,2/24/17,,,,
1068570,50570,3861908,30.0,2/26/17,,,,
1068574,57272,5333606,100.0,2/19/17,,,,
1068583,11706,1351005,75.0,5/15/17,,,,
1068585,11550,7813361,1.0,3/1/17,,,,
1068591,22960,5875348,72.0,5/4/17,,,,
1068600,60690,1979675,10.0,4/5/17,,,,
1068601,37955,3364743,50.0,3/1/17,,,,
1068604,38931,8552080,15.0,3/25/17,,,,
1068608,33831,2960672,39.0,2/4/17,,,,
1068609,17145,6822963,28.0,1/19/17,,,,
1068617,43822,4629319,70.0,2/21/17,,,,
1068624,60199,3998816,57.0,5/11/17,,,,
1068625,53674,7928744,22.0,5/15/17,,,,
1068630,38867,8112379,79.0,1/10/17,,,,
1068638,26622,6764992,12.0,2/6/17,,,,
1068643,28801,7101915,76.0,1/21/17,,,,
1068645,10366,7691311,3.0,2/22/17,,,,
1068654,41394,6338716,37.0,4/21/17,,,,
1068661,34211,9294189,11.0,5/12/17,,,,
1068667,33472,6714204,61.0,5/22/17,,,,
1068674,14959,5939505,13.0,2/16/17,,,,
1068675,35907,4528772,9.0,2/4/17,,,,
1068677,57597,4423082,91.0,1/3/17,,,,
1068686,29301,2016454,41.0,4/24/17,,,,
1068696,30959,6351881,38.0,4/13/17,,,,
1068700,26908,7852386,82.0,5/15/17,,,,
1068708,21871,9060651,44.0,5/22/17,,,,
1068714,49801,8072192,89.0,3/21/17,,,,
1068721,37060,7851351,52.0,4/22/17,,,,
1068724,25074,8676400,48.0,1/16/17,,,,
1068726,19993,6994419,38.0,5/25/17,,,,
1068731,67440,6682112,46.0,5/12/17,,,,
1068734,37799,2450883,64.0,4/13/17,,,,
1068738,10600,5773696,47.0,5/4/17,,,,
1068739,24802,2444071,52.0,2/20/17,,,,
1068747,45141,3964632,83.0,4/24/17,,,,
1068751,64572,4419481,63.0,2/24/17,,,,
1068758,12167,6758913,77.0,3/4/17,,,,
1068762,41513,2454633,62.0,4/17/17,,,,
1068770,66290,9007005,53.0,2/14/17,,,,
1068773,46016,8772872,89.0,1/25/17,,,,
1068776,45857,5406063,29.0,3/24/17,,,,
1068781,48271,4023092,10.0,1/7/17,,,,
1068788,31387,9296719,30.0,3/31/17,,,,
1068795,24103,7021591,15.0,4/19/17,,,,
1068798,59163,9113961,86.0,4/28/17,,,,
1068801,24349,3118022,62.0,1/13/17,,,,
1068805,67429,9219839,44.0,4/7/17,,,,
1068809,25015,4643589,50.0,3/5/17,,,,
1068810,31573,8269694,92.0,1/30/17,,,,
1068813,21577,7754333,18.0,5/25/17,,,,
1068816,43883,1714952,73.0,2/24/17,,,,
1068820,39324,3895273,36.0,5/31/17,,,,
1068827,65707,3265024,7.0,1/28/17,,,,
1068828,47696,8451323,93.0,4/22/17,,,,
1068829,46704,4432431,41.0,3/25/17,,,,
1068834,12106,9067240,16.0,1/25/17,,,,
1068838,51160,1818988,60.0,1/17/17,,,,
1068842,38761,8680142,29.0,3/3/17,,,,
1068843,37255,7088405,41.0,5/6/17,,,,
1068853,52853,3667214,74.0,3/30/17,,,,
1068860,39966,8068409,58.0,4/27/17,,,,
1068861,44578,7725907,53.0,3/26/17,,,,
1068871,67265,5535350,51.0,5/20/17,,,,
1068880,15252,3227288,29.0,3/30/17,,,,
1068888,37805,6913949,39.0,2/4/17,,,,
1068892,63137,3065390,27.0,3/19/17,,,,
1068901,49048,4046607,25.0,4/18/17,,,,
1068908,23954,2379582,15.0,2/5/17,,,,
1068918,63510,5399263,33.0,1/11/17,,,,
1068919,70230,7252192,4.0,1/20/17,,,,
1068923,44470,5851297,97.0,3/26/17,,,,
1068924,24892,5374647,96.0,4/23/17,,,,
1068934,19303,4198476,56.0,1/16/17,,,,
1068937,36131,3514648,30.0,5/13/17,,,,
1068944,33254,1336661,87.0,5/23/17,,,,
1068954,25449,7878023,13.0,3/21/17,,,,
1068957,62439,2570018,49.0,3/21/17,,,,
1068964,21717,4683798,85.0,4/20/17,,,,
1068972,46555,2968598,93.0,4/30/17,,,,
1068973,30440,4613571,66.0,4/10/17,,,,
1068981,10508,8072905,81.0,4/15/17,,,,
1068982,19894,4843361,22.0,3/4/17,,,,
1068985,13941,8452287,49.0,3/18/17,,,,
1068992,13231,7198273,70.0,3/24/17,,,,
1069001,56422,8440880,71.0,4/27/17,,,,
1069003,27664,6872498,18.0,1/24/17,,,,
1069010,18595,6120063,22.0,4/13/17,,,,
1069013,16509,4502265,51.0,5/28/17,,,,
1069014,19330,7037342,73.0,4/23/17,,,,
1069016,67278,9346923,57.0,1/9/17,,,,
1069021,11314,1926741,37.0,3/2/17,,,,
1069023,45254,3481879,100.0,5/20/17,,,,
1069026,20189,2553353,92.0,4/19/17,,,,
1069032,14623,7954588,85.0,3/10/17,,,,
1069037,14789,9235544,28.0,3/18/17,,,,
1069042,41485,4452328,79.0,1/6/17,,,,
1069050,53133,1735050,57.0,1/3/17,,,,
1069059,34859,7548024,49.0,2/8/17,,,,
1069069,54854,3050543,60.0,3/16/17,,,,
1069075,55176,5146967,69.0,2/21/17,,,,
1069078,35307,3220742,87.0,3/18/17,,,,
1069084,31278,7751502,20.0,2/17/17,,,,
1069089,17170,7921973,65.0,2/26/17,,,,
1069099,67778,3855532,78.0,1/3/17,,,,
1069106,22686,1602301,99.0,3/26/17,,,,
1069110,22750,4380375,13.0,4/11/17,,,,
1069113,68585,7888023,45.0,3/17/17,,,,
1069121,39947,7379567,21.0,4/20/17,,,,
1069123,69702,1708799,66.0,5/29/17,,,,
1069133,54230,4886012,52.0,3/5/17,,,,
1069134,15431,1341346,61.0,2/1/17,,,,
1069139,67129,2356230,60.0,5/25/17,,,,
1069145,11293,5990627,50.0,2/22/17,,,,
1069147,37821,9286929,57.0,4/24/17,,,,
1069149,15033,3547715,43.0,3/17/17,,,,
1069158,16615,7762537,58.0,1/25/17,,,,
1069163,62622,6187628,92.0,1/30/17,,,,
1069173,45941,4151755,6.0,2/11/17,,,,
1069182,52778,6664658,77.0,4/13/17,,,,
1069189,17748,8346505,87.0,3/10/17,,,,
1069196,46652,3058138,78.0,5/25/17,,,,
1069199,47482,7491563,27.0,2/18/17,,,,
1069202,43072,7517781,27.0,2/6/17,,,,
1069204,23474,3102845,45.0,2/20/17,,,,
1069211,68271,3762452,59.0,4/25/17,,,,
1069215,13388,5290404,2.0,4/15/17,,,,
1069222,59526,8584211,100.0,4/23/17,,,,
1069231,14799,5437002,71.0,4/29/17,,,,
1069237,24939,2732133,95.0,5/24/17,,,,
1069247,41199,3445933,99.0,4/7/17,,,,
1069254,28465,9183185,1.0,2/8/17,,,,
1069255,24078,7826419,99.0,3/20/17,,,,
1069260,12045,1730407,24.0,1/11/17,,,,
1069261,30052,4650149,92.0,4/4/17,,,,
1069267,19307,6471252,11.0,3/10/17,,,,
1069275,53563,1869827,47.0,1/12/17,,,,
1069283,28555,5830752,39.0,3/16/17,,,,
1069284,45653,5330919,99.0,3/8/17,,,,
1069292,19453,6376578,9.0,1/20/17,,,,
1069297,48502,9243699,27.0,4/11/17,,,,
1069303,33224,8425553,96.0,4/2/17,,,,
1069304,51066,4999173,45.0,5/7/17,,,,
1069306,59184,7001311,13.0,5/11/17,,,,
1069312,28015,4093635,30.0,2/19/17,,,,
1069315,52356,8379480,77.0,4/14/17,,,,
1069322,69659,5291303,75.0,3/30/17,,,,
1069326,29395,4099736,52.0,5/8/17,,,,
1069329,58293,4149863,24.0,2/7/17,,,,
1069334,34201,6877978,6.0,5/8/17,,,,
1069336,62205,5808977,9.0,1/14/17,,,,
1069345,65913,5089074,56.0,3/21/17,,,,
1069350,53586,4242513,41.0,5/16/17,,,,
1069352,11691,5999609,56.0,5/16/17,,,,
1069361,38756,5750985,39.0,1/16/17,,,,
1069365,65593,2110590,28.0,5/18/17,,,,
1069370,58874,4170646,7.0,4/7/17,,,,
1069375,27718,2777175,48.0,5/1/17,,,,
1069383,44826,1717430,83.0,2/22/17,,,,
1069388,58415,7279188,60.0,1/29/17,,,,
1069396,26967,7339157,37.0,3/28/17,,,,
1069406,11676,9052347,40.0,3/7/17,,,,
1069414,65033,5960393,30.0,3/16/17,,,,
1069416,18515,8574407,12.0,4/4/17,,,,
1069418,67961,4944876,85.0,1/29/17,,,,
1069427,20355,9080847,70.0,1/19/17,,,,
1069434,11618,3146559,82.0,2/20/17,,,,
1069436,63650,9283566,87.0,5/18/17,,,,
1069442,16021,8877636,58.0,1/2/17,,,,
1069446,30305,4083196,51.0,4/1/17,,,,
1069450,51007,5518856,17.0,4/19/17,,,,
1069459,69881,6230688,98.0,3/29/17,,,,
1069464,28803,3402900,91.0,5/15/17,,,,
1069465,50257,4723299,33.0,3/9/17,,,,
1069470,35942,1932538,40.0,2/28/17,,,,
1069475,28677,1954345,22.0,5/31/17,,,,
1069485,66261,4474831,80.0,2/24/17,,,,
1069491,22035,7434722,17.0,3/5/17,,,,
1069495,59287,8601694,14.0,4/20/17,,,,
1069504,16650,8709878,68.0,2/5/17,,,,
1069509,40016,9023426,67.0,4/20/17,,,,
1069518,34888,6036743,31.0,3/30/17,,,,
1069522,42989,3867169,25.0,3/17/17,,,,
1069525,43164,4595061,78.0,2/14/17,,,,
1069535,44390,8514787,82.0,5/24/17,,,,
1069539,31331,3605342,24.0,5/8/17,,,,
1069549,12979,2656920,81.0,1/18/17,,,,
1069554,57172,5629979,5.0,3/30/17,,,,
1069564,49398,7104143,59.0,3/26/17,,,,
1069568,19159,3862330,94.0,2/12/17,,,,
1069577,29015,8603051,33.0,3/22/17,,,,
1069580,37919,1719827,16.0,2/1/17,,,,
1069584,29777,8201847,83.0,4/23/17,,,,
1069587,65310,3206366,14.0,2/16/17,,,,
1069589,60460,6668754,91.0,3/13/17,,,,
1069597,29147,5700603,82.0,4/16/17,,,,
1069607,45345,8542577,86.0,1/31/17,,,,
1069609,43744,3571620,41.0,5/4/17,,,,
1069616,46221,2905205,69.0,1/13/17,,,,
1069625,18928,6439534,20.0,5/3/17,,,,
1069629,32907,8636206,14.0,4/14/17,,,,
1069632,41283,3587678,72.0,2/5/17,,,,
1069640,16361,3562759,42.0,1/20/17,,,,
1069646,15424,8888318,68.0,3/21/17,,,,
1069648,27198,8456760,25.0,1/22/17,,,,
1069656,46529,8267390,91.0,5/29/17,,,,
1069658,23604,5116350,84.0,4/6/17,,,,
1069660,62555,3471803,14.0,1/20/17,,,,
1069668,18806,3070799,66.0,1/14/17,,,,
1069670,31685,1312855,12.0,4/16/17,,,,
1069675,39119,4470908,12.0,5/31/17,,,,
1069679,26250,7412897,36.0,1/31/17,,,,
1069683,22683,7509560,26.0,2/2/17,,,,
1069686,57298,3399277,25.0,4/18/17,,,,
1069690,59750,7333004,95.0,4/25/17,,,,
1069691,64365,3963552,1.0,4/6/17,,,,
1069699,61809,4764146,69.0,1/7/17,,,,
1069708,64382,9113021,12.0,2/17/17,,,,
1069711,25174,3980209,89.0,5/23/17,,,,
1069716,58152,4716741,29.0,1/10/17,,,,
1069723,55517,6252399,40.0,5/13/17,,,,
1069733,65777,9328533,78.0,6/1/17,,,,
1069734,21967,8139520,65.0,1/18/17,,,,
1069738,34786,4088073,13.0,1/11/17,,,,
1069745,57419,5765424,35.0,2/19/17,,,,
1069747,38728,2784461,32.0,2/23/17,,,,
1069753,39457,5757622,16.0,3/7/17,,,,
1069761,48146,3861960,53.0,5/4/17,,,,
1069764,30826,1402226,11.0,4/29/17,,,,
1069766,20479,7108381,25.0,2/3/17,,,,
1069775,53728,8809316,17.0,4/12/17,,,,
1069781,33161,7486899,66.0,4/12/17,,,,
1069791,42136,7015680,44.0,5/18/17,,,,
1069800,56860,6972759,15.0,1/20/17,,,,
1069804,30716,8508999,80.0,2/12/17,,,,
1069807,62698,8496872,79.0,5/21/17,,,,
1069808,50931,8341767,54.0,5/31/17,,,,
1069817,63163,7629365,79.0,3/27/17,,,,
1069824,39732,4523064,89.0,1/10/17,,,,
1069828,31579,7262420,30.0,5/26/17,,,,
1069832,54428,3741612,31.0,5/28/17,,,,
1069842,21664,9219624,52.0,3/22/17,,,,
1069843,35721,2919793,57.0,5/14/17,,,,
1069848,53930,2101053,61.0,1/11/17,,,,
1069854,20955,6276577,43.0,5/8/17,,,,
1069861,69746,4848913,79.0,3/20/17,,,,
1069870,59841,7512639,52.0,5/15/17,,,,
1069873,20256,2919370,3.0,1/15/17,,,,
1069874,68972,3259504,77.0,3/11/17,,,,
1069883,58497,7477556,34.0,1/22/17,,,,
1069884,17498,2662245,17.0,1/16/17,,,,
1069885,32457,6545390,11.0,5/31/17,,,,
1069895,29509,2802425,64.0,3/25/17,,,,
1069904,26888,6236247,53.0,5/26/17,,,,
1069906,22903,8175220,38.0,2/20/17,,,,
1069913,30635,5935572,27.0,5/18/17,,,,
1069914,32578,1612445,3.0,5/1/17,,,,
1069919,46704,4296804,82.0,4/8/17,,,,
1069923,38061,1429427,66.0,1/27/17,,,,
1069929,18829,6837202,23.0,4/9/17,,,,
1069931,39852,6311620,80.0,1/17/17,,,,
1069932,40758,4618111,3.0,3/13/17,,,,
1069934,19753,2204574,70.0,5/14/17,,,,
1069939,12947,4197484,46.0,3/23/17,,,,
1069942,18786,8415448,35.0,4/16/17,,,,
1069949,11867,7032254,20.0,5/21/17,,,,
1069951,39544,6286997,100.0,5/14/17,,,,
1069955,48353,4414887,50.0,1/26/17,,,,
1069963,15236,7034621,93.0,4/13/17,,,,
1069965,67687,8148014,71.0,2/24/17,,,,
1069974,20169,4063362,72.0,4/5/17,,,,
1069984,13956,1892830,21.0,4/27/17,,,,
1069992,48481,7147433,15.0,5/23/17,,,,
1069999,42700,7994414,33.0,4/13/17,,,,
1070003,64928,5513847,26.0,3/10/17,,,,
1070008,29634,8067826,72.0,4/28/17,,,,
1070014,13632,1595018,100.0,2/24/17,,,,
1070019,27783,8096616,85.0,4/1/17,,,,
1070029,30916,9251592,11.0,5/10/17,,,,
1070033,20826,9066550,51.0,3/27/17,,,,
1070039,19922,6630047,16.0,1/31/17,,,,
1070048,31295,7531845,44.0,4/7/17,,,,
1070053,67219,8566455,97.0,2/27/17,,,,
1070059,59690,1868018,57.0,2/1/17,,,,
1070068,13419,6874735,58.0,4/27/17,,,,
1070074,19917,3377584,54.0,1/1/17,,,,
1070081,28158,2607006,65.0,1/28/17,,,,
1070089,66591,6335980,60.0,3/14/17,,,,
1070099,43662,4144811,52.0,5/1/17,,,,
1070102,30045,4137372,51.0,4/15/17,,,,
1070111,19517,4994881,15.0,2/12/17,,,,
1070113,36480,1814786,53.0,2/16/17,,,,
1070121,44720,7737884,66.0,4/21/17,,,,
1070129,43723,6179327,47.0,5/3/17,,,,
1070137,11534,1812154,3.0,5/17/17,,,,
1070147,53238,7757974,30.0,2/3/17,,,,
1070157,48324,7025926,49.0,4/24/17,,,,
1070160,10903,6346223,43.0,6/1/17,,,,
1070165,60974,2304644,34.0,3/15/17,,,,
1070168,11873,2633076,40.0,4/5/17,,,,
1070169,30809,8444054,4.0,2/28/17,,,,
1070177,42311,1927962,97.0,1/19/17,,,,
1070180,70101,7357057,77.0,5/30/17,,,,
1070190,55185,1382407,10.0,1/4/17,,,,
1070198,30342,9189002,23.0,3/15/17,,,,
1070202,29216,3918042,99.0,4/15/17,,,,
1070205,44927,8378435,2.0,4/22/17,,,,
1070206,41579,2967499,86.0,3/19/17,,,,
1070211,61341,9047526,35.0,3/2/17,,,,
1070218,39723,6443507,40.0,3/22/17,,,,
1070225,33179,3128759,51.0,3/6/17,,,,
1070226,58804,3940790,5.0,3/9/17,,,,
1070227,58019,8594297,92.0,4/23/17,,,,
1070230,41179,7444663,75.0,5/24/17,,,,
1070235,62924,8824409,72.0,4/1/17,,,,
1070241,16767,8640733,34.0,1/21/17,,,,
1070242,65224,2871846,78.0,4/25/17,,,,
1070250,17529,1999554,65.0,3/20/17,,,,
1070254,49310,3431170,54.0,3/11/17,,,,
1070259,37017,6409346,17.0,1/4/17,,,,
1070261,32311,5137546,77.0,5/31/17,,,,
1070266,11259,3082026,95.0,2/3/17,,,,
1070267,45043,2357748,12.0,2/25/17,,,,
1070275,56106,2096541,7.0,2/14/17,,,,
1070282,37561,6256630,74.0,3/1/17,,,,
1070285,68005,1735834,62.0,2/14/17,,,,
1070287,22354,2359683,70.0,5/12/17,,,,
1070292,23659,9181009,49.0,5/1/17,,,,
1070295,40118,5615992,14.0,1/16/17,,,,
1070296,15579,6351207,43.0,1/17/17,,,,
1070301,68747,3535882,97.0,2/10/17,,,,
1070309,40670,7979375,27.0,1/13/17,,,,
1070310,39201,1748927,50.0,4/12/17,,,,
1070312,29509,4765070,68.0,1/14/17,,,,
1070317,51262,2869004,68.0,3/4/17,,,,
1070322,55497,5542733,16.0,2/24/17,,,,
1070331,52048,8358894,51.0,1/9/17,,,,
1070335,41112,4434466,36.0,5/4/17,,,,
1070341,44179,6593282,11.0,6/1/17,,,,
1070350,21265,1954598,98.0,1/25/17,,,,
1070359,14779,2929816,96.0,4/7/17,,,,
1070367,45810,8948534,30.0,4/26/17,,,,
1070375,39807,6412017,54.0,4/20/17,,,,
1070384,46221,2749719,12.0,4/1/17,,,,
1070391,54045,9008216,93.0,4/19/17,,,,
1070401,24696,5946006,18.0,1/28/17,,,,
1070408,46951,8928067,17.0,4/13/17,,,,
1070418,41763,6865022,80.0,2/10/17,,,,
1070424,38354,9208176,69.0,3/23/17,,,,
1070433,47496,7528146,20.0,2/5/17,,,,
1070434,48392,2965026,66.0,3/20/17,,,,
1070439,30920,1696927,30.0,4/17/17,,,,
1070446,51858,1488092,23.0,3/20/17,,,,
1070451,30851,6084944,52.0,5/11/17,,,,
1070452,56075,8634906,67.0,5/8/17,,,,
1070457,47016,6746969,31.0,1/6/17,,,,
1070464,53984,6129365,57.0,4/21/17,,,,
1070466,67857,8112695,3.0,4/13/17,,,,
1070475,30475,7753433,56.0,2/6/17,,,,
1070484,58311,6284651,41.0,4/28/17,,,,
1070485,61332,4040320,50.0,3/9/17,,,,
1070489,18282,5539334,54.0,5/4/17,,,,
1070494,33464,3043656,27.0,5/21/17,,,,
1070500,53463,3168316,68.0,5/13/17,,,,
1070506,66156,4312746,6.0,4/13/17,,,,
1070513,69921,3763252,44.0,2/27/17,,,,
1070521,38867,1693872,54.0,4/24/17,,,,
1070529,47704,5636663,71.0,2/24/17,,,,
1070539,38681,9168644,66.0,2/4/17,,,,
1070549,37450,7895389,41.0,5/6/17,,,,
1070556,27328,3808846,9.0,3/2/17,,,,
1070559,47593,9180949,5.0,1/27/17,,,,
1070565,44234,2729038,11.0,1/29/17,,,,
1070569,57145,4043681,99.0,3/5/17,,,,
1070574,16443,8039369,35.0,3/25/17,,,,
1070576,13079,4141314,95.0,3/20/17,,,,
